Video_ID,Publish_Date,Video_Category,Audience_Geography,Views,Watch_Hours,Avg_View_Duration_sec,Likes,Comments,Shares,Adsense_Revenue_USD,Sponsor_Brand,Sponsor_Payout_USD,Agency_Fee_Percent,Total_Video_Revenue_USD,Agency_Earnings_USD
VID_77616,2025-11-22,Coding,UK,58916.0,1486.9902984366886,212,2848,386,158,184.82143302074576,DataCamp,1500.0,0.0,1684.8214330207456,0.0
VID_40976,2024-11-25,Tech Review,US,70277.0,4894.91897606458,319,2269,116,155,78.47748513172085,DataCamp,1500.0,15.0,1578.4774851317209,225.0
VID_76751,2025-01-31,AI Tools,US,47764.0,3497.1251451236303,125,3220,113,111,205.98246957543785,TechNova,2500.0,0.0,2705.982469575438,0.0
VID_84372,2024-07-30,Coding,US,52142.0,3407.375563979861,150,3035,227,185,667.4604914633089,DataCamp,5000.0,15.0,5667.460491463309,750.0
VID_10609,2024-11-01,Tech Review,India,44817.0,3874.0207227333663,463,866,117,195,480.48852005208187,OpenClaw,1500.0,0.0,1980.4885200520819,0.0
VID_76667,2025-02-09,Data Analytics,US,50369.0,2770.171451837444,303,2072,153,135,82.72158420610141,No Sponsor,2500.0,15.0,2582.7215842061014,375.0
VID_17822,2024-05-21,Personal Finance,US,65620.0,4786.161114528208,399,4511,493,17,270.84511691169314,DataCamp,2500.0,15.0,2770.8451169116934,375.0
VID_75817,2025-06-11,Tech Review,Australia,66291.0,4753.786364388945,423,2856,57,18,166.9855228951268,No Sponsor,0.0,20.0,166.9855228951268,0.0
VID_79004,2024-07-03,Personal Finance,US,31672.0,4742.84293552907,351,1490,309,57,137.15093197575305,No Sponsor,5000.0,15.0,5137.150931975753,750.0
VID_87774,2025-09-12,Personal Finance,India,17309.0,3510.260592633368,272,2276,393,54,293.9774421238297,TechNova,5000.0,20.0,5293.97744212383,1000.0
VID_44561,2025-09-16,AI Tools,US,78319.0,1798.1861387093604,275,1626,353,38,751.285072625223,No Sponsor,1500.0,15.0,2251.285072625223,225.0
VID_92932,2024-02-11,Personal Finance,India,39850.0,1931.4176420342037,145,4628,289,170,198.9413733890012,No Sponsor,2500.0,0.0,2698.941373389001,0.0
VID_98926,2025-05-27,Coding,Australia,37664.0,2771.653099418969,415,1514,297,105,248.7811989134252,No Sponsor,2500.0,0.0,2748.781198913425,0.0
VID_11774,2024-08-21,AI Tools,India,56530.0,4151.405663960797,272,2650,490,65,719.4448391269273,No Sponsor,2500.0,20.0,3219.444839126927,500.0
VID_55921,2024-05-17,AI Tools,Canada,32320.0,1380.7117697776162,435,1598,403,188,272.33513281628694,OpenClaw,5000.0,15.0,5272.335132816287,750.0
VID_52921,2024-06-27,AI Tools,India,38945.0,1898.930707010788,244,2063,303,38,751.4625339035849,No Sponsor,5000.0,0.0,5751.462533903585,0.0
VID_54063,2025-01-09,Coding,UK,60801.0,2429.1867121355726,342,4540,344,101,496.2010153236511,No Sponsor,0.0,0.0,496.2010153236511,0.0
VID_41538,2024-11-30,Coding,US,39066.0,1715.8811920144017,451,843,317,58,289.66946324196306,No Sponsor,1500.0,0.0,1789.669463241963,0.0
VID_96661,2024-12-30,Data Analytics,Australia,45793.0,2234.9171931441497,445,3235,158,85,173.53221758496358,No Sponsor,0.0,0.0,173.53221758496358,0.0
VID_22586,2024-12-30,Tech Review,Canada,63591.0,4807.400584663861,340,3296,481,47,657.0331499429878,No Sponsor,5000.0,15.0,5657.033149942988,750.0
VID_78475,2025-02-26,Data Analytics,US,40738.0,4988.110546089902,462,1947,117,80,602.3367879684874,NordVPN,2500.0,15.0,3102.3367879684874,375.0
VID_80615,2025-09-09,Data Analytics,US,39701.0,3339.2193314512515,405,2060,84,197,538.6313303328577,NordVPN,5000.0,15.0,5538.631330332858,750.0
VID_29185,2024-11-24,Coding,US,45248.0,2443.821352079084,121,2742,302,149,707.0839011235036,NordVPN,5000.0,15.0,5707.083901123504,750.0
VID_55713,2025-02-01,Personal Finance,UK,60395.0,2952.532429789426,380,1256,143,11,378.9498931286012,No Sponsor,5000.0,0.0,5378.949893128602,0.0
VID_80154,2025-08-06,Coding,US,63488.0,1614.147137187646,128,3553,114,169,419.3850888764559,NordVPN,5000.0,15.0,5419.3850888764555,750.0
VID_43514,2025-04-30,AI Tools,US,39712.0,3743.332068431523,330,1016,181,65,264.10619870286905,TechNova,2500.0,15.0,2764.106198702869,375.0
VID_71871,2024-08-29,Tech Review,UK,51282.0,1839.475837785864,239,4733,327,71,710.7866794634734,TechNova,2500.0,0.0,3210.7866794634733,0.0
VID_16655,2025-07-14,AI Tools,US,62717.0,4892.912083085466,361,1412,410,76,662.7170130214124,NordVPN,5000.0,20.0,5662.717013021413,1000.0
VID_76275,2025-01-14,Coding,India,41969.0,4735.9369073041,293,2800,204,188,459.7929159997822,NordVPN,0.0,20.0,459.7929159997822,0.0
VID_64949,2024-06-24,Coding,US,53354.0,1869.4767305123587,142,4013,77,12,619.0880225504374,No Sponsor,0.0,0.0,619.0880225504374,0.0
VID_67686,2025-03-13,Personal Finance,US,56001.0,3586.60312176704,168,3055,483,31,567.6929403223191,No Sponsor,0.0,15.0,567.6929403223191,0.0
VID_34076,2026-01-15,Tech Review,Australia,66815.0,1624.081390340753,470,3581,226,81,303.10914003742266,No Sponsor,2500.0,15.0,2803.1091400374225,375.0
VID_76352,2024-01-15,Coding,US,77301.0,1501.23496847225,243,4112,58,199,674.7944190112078,TechNova,2500.0,0.0,3174.7944190112075,0.0
VID_54315,2025-10-08,Tech Review,US,51899.0,4819.738195019671,447,1425,146,184,121.78392944749368,NordVPN,0.0,15.0,121.78392944749368,0.0
VID_58232,2024-01-02,AI Tools,India,48103.0,2744.113668582484,168,1288,135,94,605.738079657176,No Sponsor,5000.0,0.0,5605.738079657176,0.0
VID_99919,2025-01-02,Tech Review,US,52619.0,1160.6690626381687,373,4985,299,10,656.3003971376307,No Sponsor,2500.0,15.0,3156.3003971376306,375.0
VID_45464,2025-09-01,AI Tools,India,60749.0,4528.291423330549,459,2828,249,30,504.5693448663507,DataCamp,1500.0,0.0,2004.5693448663508,0.0
VID_33285,2024-05-17,Coding,US,24673.0,4992.826927158352,435,3507,307,179,694.1456226762557,No Sponsor,2500.0,15.0,3194.1456226762557,375.0
VID_16707,2024-11-23,Tech Review,US,66306.0,3862.827426622861,303,975,318,32,698.2450797076378,No Sponsor,1500.0,0.0,2198.245079707638,0.0
VID_34922,2025-05-04,Data Analytics,US,46839.0,3071.380526745396,328,3736,395,49,345.31084240089666,NordVPN,0.0,20.0,345.31084240089666,0.0
VID_83459,2025-04-13,Data Analytics,Canada,66079.0,2549.52034361122,479,1794,115,102,596.9023861076622,n8n,1500.0,15.0,2096.902386107662,225.0
VID_42548,2025-01-26,Coding,US,91252.0,1292.8286245589527,239,2549,62,165,659.8864101682101,No Sponsor,5000.0,20.0,5659.88641016821,1000.0
VID_29031,2025-02-08,Coding,UK,47494.0,1194.8975533265675,396,2640,491,23,180.53610054205467,TechNova,2500.0,0.0,2680.5361005420546,0.0
VID_55638,2025-08-10,AI Tools,US,66613.0,3891.403861078548,188,3163,267,140,96.92854213546102,OpenClaw,1500.0,15.0,1596.928542135461,225.0
VID_29068,2025-02-11,Data Analytics,US,42011.0,1600.7319218113043,331,4681,239,32,730.7933157033888,No Sponsor,5000.0,15.0,5730.7933157033885,750.0
VID_66782,2025-03-12,AI Tools,US,53731.0,2192.513738812172,196,3195,420,170,330.34392955247955,n8n,5000.0,0.0,5330.3439295524795,0.0
VID_60330,2025-07-17,Personal Finance,US,56669.0,1863.1053663034268,172,3778,416,60,399.9694084853933,NordVPN,2500.0,15.0,2899.969408485393,375.0
VID_84720,2024-01-13,Coding,US,54316.0,1567.0598529292174,177,4359,305,159,706.1152809379815,No Sponsor,0.0,0.0,706.1152809379815,0.0
VID_49368,2024-11-05,Tech Review,UK,69323.0,2969.849212494846,464,677,186,82,689.8154416669261,No Sponsor,1500.0,0.0,2189.815441666926,0.0
VID_15371,2024-06-07,AI Tools,India,49880.0,4055.70786312856,393,2521,196,84,61.38266499821247,n8n,2500.0,20.0,2561.3826649982125,500.0
VID_77141,2024-12-16,Tech Review,UK,35699.0,1373.7443626006866,189,558,438,148,746.8138322501129,No Sponsor,2500.0,15.0,3246.8138322501127,375.0
VID_27787,2024-08-13,AI Tools,US,46633.0,3872.00806095772,313,1431,500,92,352.52233185755966,TechNova,0.0,15.0,352.52233185755966,0.0
VID_30068,2024-06-15,Coding,India,86590.0,4748.65809566234,319,1108,397,149,799.4088728064962,No Sponsor,0.0,15.0,799.4088728064962,0.0
VID_40406,2026-01-08,Coding,US,29231.0,1106.6815174878475,275,4459,231,119,742.390497276202,n8n,2500.0,15.0,3242.390497276202,375.0
VID_36334,2025-08-24,Personal Finance,US,36661.0,1574.2960134702216,391,3658,124,69,325.18182117183386,NordVPN,0.0,15.0,325.18182117183386,0.0
VID_53395,2025-06-02,Personal Finance,US,30136.0,3339.5657283100945,261,1474,488,158,264.86622928855377,TechNova,2500.0,0.0,2764.8662292885538,0.0
VID_45120,2024-12-08,Data Analytics,UK,51855.0,4330.430465057132,300,3144,431,155,536.4328785737566,DataCamp,1500.0,15.0,2036.4328785737566,225.0
VID_44175,2024-04-02,AI Tools,US,54327.0,4583.408393550446,477,4936,237,45,566.0798693250874,No Sponsor,1500.0,20.0,2066.079869325087,300.0
VID_31907,2025-03-22,Tech Review,US,50495.0,2308.487483562266,245,2310,360,191,356.73962931464314,TechNova,0.0,0.0,356.73962931464314,0.0
VID_57794,2024-02-16,AI Tools,US,53328.0,4734.285020796937,360,4271,274,133,754.1335814690256,No Sponsor,0.0,20.0,754.1335814690256,0.0
VID_91564,2024-07-03,Coding,US,44363.0,1881.410798343862,273,3266,76,68,260.24356719379364,TechNova,5000.0,0.0,5260.243567193794,0.0
VID_67024,2025-04-29,Coding,UK,48346.0,1936.9983324023624,133,4900,226,22,241.4992981007059,NordVPN,5000.0,0.0,5241.499298100706,0.0
VID_18457,2024-08-11,Data Analytics,US,70210.0,2608.459222508432,144,1474,128,43,473.3803845685295,NordVPN,0.0,0.0,473.3803845685295,0.0
VID_36657,2024-01-19,Tech Review,US,51394.0,2203.6978720756933,156,767,134,83,225.0316127988543,TechNova,0.0,20.0,225.0316127988543,0.0
VID_50262,2025-06-19,AI Tools,India,46703.0,3393.2804351174746,154,3445,246,130,392.80367050332825,No Sponsor,2500.0,15.0,2892.8036705033282,375.0
VID_99849,2024-09-11,Personal Finance,US,36994.0,3041.4934782384857,132,4828,500,154,125.399652140593,No Sponsor,1500.0,0.0,1625.399652140593,0.0
VID_95126,2025-12-14,Personal Finance,US,52051.0,4667.948970898021,149,3106,225,77,650.7419202586246,OpenClaw,2500.0,20.0,3150.7419202586248,500.0
VID_39769,2024-03-26,Tech Review,US,19835.0,4068.1946075969176,296,1284,97,174,593.8521867264332,No Sponsor,0.0,0.0,593.8521867264332,0.0
VID_39340,2024-01-17,  tech review  ,Canada,51687.0,1526.3090525828206,321,3637,419,132,456.74767830903255,DataCamp,0.0,0.0,456.74767830903255,0.0
VID_83556,2024-09-05,Data Analytics,Canada,70363.0,3050.945699271918,325,543,441,142,157.3182977820564,NordVPN,1500.0,0.0,1657.3182977820563,0.0
VID_63352,2025-04-16,Personal Finance,US,74192.0,1248.6043554365333,414,4030,142,146,239.2355402309391,OpenClaw,5000.0,0.0,5239.2355402309395,0.0
VID_35009,2025-01-01,Coding,US,30562.0,4764.475430547098,203,522,76,101,191.2677569496696,No Sponsor,0.0,0.0,191.2677569496696,0.0
VID_33244,2025-09-03,AI Tools,Australia,34900.0,4666.731000238572,199,3094,85,21,166.14291504364869,TechNova,2500.0,15.0,2666.142915043649,375.0
VID_65611,2025-02-21,  tech review  ,India,61209.0,2233.531743966726,357,4519,257,150,141.4574541620214,No Sponsor,1500.0,15.0,1641.4574541620213,225.0
VID_91718,2024-05-12,Coding,India,96485.0,2121.459106859522,292,2481,164,153,657.8142895280527,No Sponsor,5000.0,0.0,5657.8142895280525,0.0
VID_63209,2025-08-06,Tech Review,US,42333.0,4238.479564447026,212,1345,72,35,254.5593976413109,No Sponsor,0.0,20.0,254.5593976413109,0.0
VID_42064,2024-07-30,Personal Finance,UK,46582.0,3981.282692712691,256,904,270,46,176.01892418550293,OpenClaw,1500.0,0.0,1676.018924185503,0.0
VID_81429,2024-11-02,Coding,US,37577.0,3696.308295404992,333,1440,157,170,386.65087148840377,No Sponsor,2500.0,20.0,2886.650871488404,500.0
VID_67258,2024-07-16,  tech review  ,US,60951.0,1195.1417127288107,140,4992,494,111,754.141082448723,TechNova,0.0,0.0,754.141082448723,0.0
VID_73219,2024-09-16,Coding,US,34796.0,4516.594710774086,452,3088,139,70,696.8820847040776,n8n,5000.0,15.0,5696.882084704078,750.0
VID_49994,2024-07-19,Tech Review,US,54652.0,2336.460494221008,150,2173,386,56,530.382967832883,DataCamp,1500.0,20.0,2030.382967832883,300.0
VID_27679,2024-01-18,AI Tools,UK,29938.0,1605.3610169842286,300,3217,205,47,520.0940087601898,TechNova,0.0,0.0,520.0940087601898,0.0
VID_95237,2024-10-11,Tech Review,India,65714.0,3933.639684285871,262,3620,337,85,497.0108700345007,TechNova,0.0,20.0,497.0108700345007,0.0
VID_67984,2025-12-02,Tech Review,US,51361.0,3199.4285683345,410,732,156,121,472.0227999401464,No Sponsor,1500.0,20.0,1972.0227999401463,300.0
VID_61632,2024-06-06,Coding,US,60559.0,1647.8947519595888,307,3878,106,20,304.87836599209845,No Sponsor,2500.0,20.0,2804.878365992098,500.0
VID_33674,2024-01-11,Data Analytics,US,33405.0,3281.2393848433744,239,3132,56,36,534.3762442612438,No Sponsor,1500.0,15.0,2034.3762442612438,225.0
VID_80215,2024-07-26,Personal Finance,US,64087.0,2405.0531904117734,168,702,174,62,322.03952588281743,No Sponsor,2500.0,20.0,2822.0395258828175,500.0
VID_66244,2025-07-18,Tech Review,US,37218.0,1505.395306639718,431,3054,198,181,494.7360473636285,No Sponsor,2500.0,15.0,2994.7360473636286,375.0
VID_16022,2025-06-10,Personal Finance,US,44388.0,1064.277296215359,133,1382,344,139,561.5518793432618,NordVPN,5000.0,20.0,5561.551879343262,1000.0
VID_65220,2025-02-22,Personal Finance,US,41740.0,1690.6986651441111,188,1681,490,112,742.9267433566769,TechNova,2500.0,20.0,3242.926743356677,500.0
VID_37069,2025-12-08,Tech Review,Canada,38921.0,1953.6429212051496,166,2547,206,171,90.10631970134182,No Sponsor,2500.0,15.0,2590.106319701342,375.0
VID_26324,2024-12-20,Data Analytics,US,43921.0,3001.3995204633693,317,2975,295,74,732.4043085658843,No Sponsor,2500.0,20.0,3232.404308565884,500.0
VID_39865,2025-04-15,AI Tools,Canada,40924.0,2367.1801495202644,461,1225,232,155,314.6843015096729,DataCamp,1500.0,15.0,1814.6843015096729,225.0
VID_20168,2024-01-02,Personal Finance,US,64072.0,4941.621680198433,363,3511,492,171,294.7089936767976,No Sponsor,5000.0,0.0,5294.708993676798,0.0
VID_56084,2025-11-28,Personal Finance,US,34748.0,2965.6855323250866,177,3849,381,48,116.0755739992346,No Sponsor,2500.0,20.0,2616.0755739992346,500.0
VID_88638,2024-12-10,AI Tools,US,60216.0,3652.199667982512,204,1372,144,196,279.3507514110772,No Sponsor,5000.0,0.0,5279.350751411077,0.0
VID_96101,2024-06-18,Data Analytics,India,23396.0,3777.5663799776926,410,3234,218,137,693.0749454592894,No Sponsor,1500.0,20.0,2193.0749454592897,300.0
VID_49749,2025-07-12,AI Tools,US,66823.0,4568.107622259913,195,762,181,124,698.7363433777913,DataCamp,0.0,20.0,698.7363433777913,0.0
VID_47923,2024-08-08,Data Analytics,US,68224.0,1913.1610426123736,421,2946,171,123,787.7220015817339,No Sponsor,5000.0,15.0,5787.722001581734,750.0
VID_92258,2024-09-04,Coding,US,44629.0,2847.3267129984115,437,2184,445,118,759.7872897796381,No Sponsor,2500.0,15.0,3259.787289779638,375.0
VID_91174,2025-06-19,Data Analytics,UK,67755.0,4981.099881970358,376,1138,149,120,291.27259619900644,OpenClaw,1500.0,15.0,1791.2725961990063,225.0
VID_99329,2024-10-28,Tech Review,US,45936.0,4454.136240553996,288,4140,89,24,348.2194211018749,No Sponsor,2500.0,0.0,2848.219421101875,0.0
VID_96261,2025-07-07,Personal Finance,US,50302.0,1290.3373637406037,369,1059,465,55,224.4125172411328,No Sponsor,1500.0,20.0,1724.4125172411327,300.0
VID_93702,2025-08-03,Data Analytics,Canada,38264.0,4443.44820918854,177,4749,148,196,492.490908018984,No Sponsor,0.0,0.0,492.490908018984,0.0
VID_51333,2025-09-21,Tech Review,India,72566.0,1911.2454789667631,343,726,297,194,306.09264674617384,TechNova,0.0,20.0,306.09264674617384,0.0
VID_60395,2025-04-29,Tech Review,US,54408.0,1263.303923168419,128,2278,165,148,486.5275468828783,n8n,0.0,0.0,486.5275468828783,0.0
VID_58001,2024-06-29,Coding,Australia,51641.0,1714.8376288476493,155,4350,136,86,655.4504641791406,No Sponsor,5000.0,15.0,5655.450464179141,750.0
VID_88308,2024-04-01,Data Analytics,Australia,26324.0,2950.803431748901,413,1470,380,67,415.7119065687963,OpenClaw,1500.0,15.0,1915.7119065687962,225.0
VID_66746,2025-04-11,Personal Finance,US,35853.0,2550.7915095725243,290,2306,266,123,201.497833897596,TechNova,1500.0,20.0,1701.497833897596,300.0
VID_70719,2025-01-15,Tech Review,US,33660.0,3892.173446911256,410,2001,132,21,396.0252785285474,No Sponsor,2500.0,15.0,2896.0252785285475,375.0
VID_38134,2024-02-18,Personal Finance,US,27837.0,2930.7445615140987,282,1600,217,110,95.94233604392032,No Sponsor,0.0,0.0,95.94233604392032,0.0
VID_67095,2025-01-20,Coding,India,45616.0,1843.9311811952389,295,3231,332,116,735.6042793988754,No Sponsor,1500.0,15.0,2235.6042793988754,225.0
VID_55588,2025-12-02,Tech Review,Canada,44853.0,1673.139503537771,432,1514,118,43,528.5591396313844,NordVPN,5000.0,15.0,5528.559139631385,750.0
VID_52592,2024-11-10,Tech Review,India,27125.0,3669.217456930119,280,2198,253,110,321.07793221190224,No Sponsor,0.0,15.0,321.07793221190224,0.0
VID_72841,2025-01-21,Tech Review,US,53112.0,4170.523230948798,290,1486,382,175,255.7869328082429,NordVPN,0.0,15.0,255.7869328082429,0.0
VID_74112,2025-05-24,Data Analytics,UK,47778.0,1177.9619499717687,325,2773,217,128,518.3835371009784,No Sponsor,5000.0,15.0,5518.383537100978,750.0
VID_11322,2025-07-06,AI Tools,US,86240.0,1755.8306238085524,310,2502,495,54,76.47856621127711,No Sponsor,2500.0,20.0,2576.478566211277,500.0
VID_36617,2024-04-02,Personal Finance,Australia,46186.0,3028.019463884622,258,1348,330,172,304.8101924142416,No Sponsor,5000.0,0.0,5304.810192414242,0.0
VID_96131,2025-11-24,AI Tools,UK,72695.0,3090.6445809212805,367,4768,409,34,56.26950096773169,No Sponsor,1500.0,20.0,1556.2695009677318,300.0
VID_18210,2024-09-05,Coding,India,26913.0,2972.292962016289,133,2174,435,189,673.782618899089,No Sponsor,2500.0,0.0,3173.782618899089,0.0
VID_53140,2025-04-30,Data Analytics,US,28228.0,1893.761920636457,172,4955,191,123,661.3039359164289,TechNova,2500.0,20.0,3161.303935916429,500.0
VID_95667,2024-10-24,AI Tools,US,54314.0,2495.9077137126324,401,1052,141,181,453.8960494023957,No Sponsor,5000.0,15.0,5453.896049402396,750.0
VID_60364,2024-07-17,Personal Finance,US,50867.0,1770.4354359611032,412,3794,321,56,753.3205859174117,n8n,0.0,15.0,753.3205859174117,0.0
VID_16644,2024-11-15,Tech Review,US,49099.0,4945.711765390215,470,4799,161,153,764.2485020003924,No Sponsor,0.0,15.0,764.2485020003924,0.0
VID_86477,2024-07-20,Data Analytics,UK,64983.0,1560.2197302576783,172,4464,496,41,313.569843692526,No Sponsor,1500.0,15.0,1813.5698436925259,225.0
VID_89547,2025-08-29,Coding,UK,79250.0,2303.3959740104447,174,2421,442,116,443.7433530817225,No Sponsor,0.0,0.0,443.7433530817225,0.0
VID_58110,2025-08-17,Tech Review,US,33663.0,2054.764862388633,210,3049,462,181,457.5024578112718,NordVPN,2500.0,15.0,2957.5024578112716,375.0
VID_14697,2024-09-13,Data Analytics,US,19999.0,1568.3671404575734,224,2360,301,94,425.42300560911787,No Sponsor,0.0,15.0,425.42300560911787,0.0
VID_72532,2025-05-07,Tech Review,US,38887.0,1644.3382872835896,131,3890,356,116,434.87327268178177,No Sponsor,1500.0,0.0,1934.8732726817818,0.0
VID_20360,2025-01-20,Tech Review,US,29457.0,1056.079931098632,284,4836,199,173,730.3790810105598,n8n,1500.0,0.0,2230.3790810105597,0.0
VID_37604,2025-02-08,Personal Finance,US,34483.0,2309.575535392167,370,4682,167,101,589.698952778862,No Sponsor,1500.0,20.0,2089.698952778862,300.0
VID_14068,2025-07-31,Data Analytics,US,45298.0,1441.058008775586,472,1820,446,130,531.8098463072495,No Sponsor,2500.0,0.0,3031.8098463072492,0.0
VID_68719,2024-12-16,AI Tools,UK,23544.0,3454.0476410211045,182,627,334,38,383.6368969441834,DataCamp,5000.0,15.0,5383.636896944184,750.0
VID_75969,2024-01-02,Tech Review,UK,52148.0,4746.28204802084,191,3848,226,19,163.41886656719396,TechNova,2500.0,20.0,2663.418866567194,500.0
VID_47672,2025-07-13,Coding,US,34624.0,2243.641229851369,229,4966,449,160,581.1555866884576,No Sponsor,1500.0,20.0,2081.1555866884573,300.0
VID_93474,2024-02-06,AI Tools,US,48017.0,3635.237223238856,204,729,209,165,640.5443777559217,TechNova,0.0,15.0,640.5443777559217,0.0
VID_29212,2025-01-24,Data Analytics,US,49945.0,3093.2976858125403,154,3698,299,154,694.0503282728328,NordVPN,1500.0,20.0,2194.0503282728328,300.0
VID_76601,2025-08-25,Tech Review,US,52146.0,2583.619016752217,127,4034,185,110,504.7754942766014,No Sponsor,0.0,0.0,504.7754942766014,0.0
VID_25130,2024-04-23,Tech Review,US,37295.0,1371.8142732160804,195,4680,439,40,116.52407302890435,No Sponsor,2500.0,0.0,2616.5240730289042,0.0
VID_66156,2024-03-06,AI Tools,Canada,61463.0,2664.1264708371364,213,570,300,13,751.0837849451749,No Sponsor,5000.0,20.0,5751.083784945175,1000.0
VID_55851,2024-01-08,Coding,UK,42586.0,1828.498290601,478,2280,305,86,106.43455286237234,No Sponsor,2500.0,20.0,2606.434552862372,500.0
VID_31051,2024-06-20,Data Analytics,US,34593.0,1590.993734472509,317,1803,421,182,646.9138264302336,No Sponsor,1500.0,20.0,2146.9138264302337,300.0
VID_19137,2024-06-27,Coding,US,70017.0,3897.690800139873,229,4368,250,104,223.45310469398945,No Sponsor,1500.0,0.0,1723.4531046939894,0.0
VID_23021,2025-08-04,AI Tools,US,53104.0,3268.6991509194854,446,2985,486,59,271.5572603534699,No Sponsor,0.0,15.0,271.5572603534699,0.0
VID_25755,2025-06-03,Tech Review,Canada,44070.0,4659.578145502652,266,2431,337,82,197.9407690326839,TechNova,1500.0,20.0,1697.9407690326839,300.0
VID_76367,2025-11-06,Tech Review,US,34930.0,4990.256066681277,436,4334,390,18,694.4865956239398,No Sponsor,5000.0,15.0,5694.48659562394,750.0
VID_86806,2025-10-10,Coding,US,55669.0,1718.960456113662,123,2838,114,45,154.08574083332155,No Sponsor,5000.0,0.0,5154.085740833321,0.0
VID_33237,2024-12-30,AI Tools,India,36449.0,4548.375014488665,341,2552,358,58,136.33964082905692,No Sponsor,2500.0,20.0,2636.339640829057,500.0
VID_66130,2024-06-27,Tech Review,US,43573.0,2879.298315777876,374,1661,340,159,215.9886192757915,No Sponsor,2500.0,15.0,2715.9886192757913,375.0
VID_48077,2024-08-02,AI Tools,India,50048.0,4571.495058972252,391,1557,98,174,615.6701717985567,No Sponsor,1500.0,15.0,2115.6701717985566,225.0
VID_11637,2025-12-06,Data Analytics,US,74989.0,2458.7446691276887,186,4140,185,11,552.8865880800519,No Sponsor,1500.0,15.0,2052.8865880800518,225.0
VID_92917,2024-05-24,Tech Review,Australia,31318.0,2687.816773753248,254,864,254,162,128.43864051223426,No Sponsor,2500.0,20.0,2628.438640512234,500.0
VID_10664,2025-01-11,Tech Review,US,21457.0,4596.04176303663,303,2081,326,63,469.210618056841,No Sponsor,5000.0,15.0,5469.210618056841,750.0
VID_69124,2024-01-23,Data Analytics,Australia,32894.0,2630.7373590586385,416,1215,267,135,362.5768949054947,No Sponsor,2500.0,0.0,2862.5768949054946,0.0
VID_69757,2025-02-05,Personal Finance,US,47518.0,1068.771139696497,286,4346,229,184,664.1378540561312,No Sponsor,1500.0,20.0,2164.1378540561313,300.0
VID_69425,2025-09-15,Tech Review,India,48752.0,1289.1834207238494,301,1916,125,165,163.03880727581247,No Sponsor,0.0,20.0,163.03880727581247,0.0
VID_32284,2025-12-12,Coding,US,42732.0,3498.917048106082,411,4697,390,54,82.2810339392123,No Sponsor,5000.0,20.0,5082.281033939213,1000.0
VID_98823,2024-02-07,Tech Review,Canada,38907.0,1720.2482753664783,367,1240,75,27,788.3924783040538,No Sponsor,1500.0,15.0,2288.392478304054,225.0
VID_30741,2024-09-29,Tech Review,Australia,30645.0,2952.551006492554,400,3606,294,172,126.83457428296622,NordVPN,0.0,20.0,126.83457428296622,0.0
VID_28392,2024-02-14,Personal Finance,Canada,51443.0,2166.154250424702,244,2992,90,103,759.1928885457024,No Sponsor,0.0,15.0,759.1928885457024,0.0
VID_58770,2025-01-25,Personal Finance,US,70148.0,2336.29553362942,161,2153,404,118,105.2164985824997,No Sponsor,1500.0,0.0,1605.2164985824998,0.0
VID_32080,2024-08-11,AI Tools,US,32610.0,1501.542011661866,124,4134,452,28,634.8528014436421,n8n,1500.0,15.0,2134.852801443642,225.0
VID_45391,2024-11-12,Personal Finance,US,14760.0,2901.293467857624,370,1419,133,56,599.6235313222852,TechNova,0.0,0.0,599.6235313222852,0.0
VID_54911,2025-01-12,Tech Review,Australia,59795.0,4155.650921192536,359,1596,392,157,694.7948941377591,No Sponsor,5000.0,20.0,5694.794894137759,1000.0
VID_18777,2025-11-05,AI Tools,US,56450.0,2263.024258319735,389,1756,453,139,760.5329686324544,No Sponsor,1500.0,15.0,2260.5329686324544,225.0
VID_27587,2024-03-24,AI Tools,UK,59723.0,1780.9821837064792,269,4746,406,180,337.0016418431185,DataCamp,0.0,0.0,337.0016418431185,0.0
VID_59577,2024-06-25,Coding,US,45251.0,1661.5857126737374,125,4689,51,112,137.47539725768354,No Sponsor,0.0,0.0,137.47539725768354,0.0
VID_33025,2025-08-12,Tech Review,US,46863.0,3196.993942606909,253,533,173,50,253.47206698968583,No Sponsor,5000.0,15.0,5253.472066989686,750.0
VID_13274,2024-09-24,Personal Finance,US,24690.0,4209.07051797371,252,3373,199,199,784.1084570629047,No Sponsor,5000.0,15.0,5784.108457062905,750.0
VID_41982,2024-03-16,Data Analytics,Canada,60220.0,1456.3358760455944,348,4216,250,176,308.646470133076,NordVPN,2500.0,20.0,2808.646470133076,500.0
VID_17830,2025-10-11,Personal Finance,UK,51696.0,2955.857137711303,244,2554,239,83,657.9425225750284,OpenClaw,0.0,15.0,657.9425225750284,0.0
VID_73208,2025-12-06,Coding,US,40864.0,4613.195621934935,216,2110,326,159,609.5116723668075,DataCamp,5000.0,20.0,5609.511672366807,1000.0
VID_30416,2024-03-22,AI Tools,US,24771.0,4997.236071220455,432,1620,269,54,490.5901419189737,DataCamp,2500.0,20.0,2990.5901419189736,500.0
VID_53408,2024-10-25,AI Tools,UK,34233.0,2406.238622603374,331,4589,141,89,597.8595628220202,No Sponsor,5000.0,15.0,5597.85956282202,750.0
VID_80909,2026-01-03,Data Analytics,US,60207.0,3017.556513284831,223,3957,381,65,662.4135174993928,No Sponsor,1500.0,20.0,2162.4135174993926,300.0
