Video_ID,Publish_Date,Video_Category,Audience_Geography,Views,Watch_Hours,Avg_View_Duration_sec,Likes,Comments,Shares,Adsense_Revenue_USD,Sponsor_Brand,Sponsor_Payout_USD,Agency_Fee_Percent
VID_49368,2024-11-05,Tech Review,UK,69323.0,2969.849212494846,464,677,186,82,689.8154416669261,,1500.0,
VID_15371,2024-06-07,AI Tools,India,49880.0,4055.70786312856,393,2521,196,84,61.38266499821247,n8n,2500.0,20.0
VID_77141,2024-12-16,Tech Review,UK,35699.0,1373.7443626006866,189,558,438,148,746.8138322501129,,2500.0,15.0
VID_27787,2024-08-13,AI Tools,US,46633.0,3872.00806095772,313,1431,500,92,352.52233185755966,TechNova,,15.0
VID_30068,2024-06-15,Coding,India,86590.0,4748.65809566234,319,1108,397,149,799.4088728064962,,,15.0
VID_40406,2026-01-08,Coding,US,29231.0,1106.6815174878477,275,4459,231,119,742.390497276202,n8n,2500.0,15.0
VID_36334,2025-08-24,Personal Finance,US,36661.0,1574.2960134702216,391,3658,124,69,325.18182117183386,NordVPN,,15.0
VID_53395,2025-06-02,Personal Finance,US,30136.0,3339.5657283100945,261,1474,488,158,264.86622928855377,TechNova,2500.0,
VID_45120,2024-12-08,Data Analytics,UK,51855.0,4330.430465057132,300,3144,431,155,536.4328785737566,DataCamp,1500.0,15.0
VID_44175,2024-04-02,AI Tools,US,54327.0,4583.408393550446,477,4936,237,45,566.0798693250874,,1500.0,20.0
VID_31907,2025-03-22,Tech Review,US,50495.0,2308.487483562266,245,2310,360,191,356.73962931464314,TechNova,,
VID_57794,2024-02-16,AI Tools,US,53328.0,4734.285020796937,360,4271,274,133,754.1335814690256,,,20.0
VID_91564,2024-07-03,Coding,US,44363.0,1881.410798343862,273,3266,76,68,260.24356719379364,TechNova,5000.0,
VID_67024,2025-04-29,Coding,UK,48346.0,1936.9983324023624,133,4900,226,22,241.4992981007059,NordVPN,5000.0,
VID_18457,2024-08-11,Data Analytics,US,70210.0,2608.4592225084316,144,1474,128,43,473.38038456852945,NordVPN,,
VID_36657,2024-01-19,Tech Review,US,51394.0,2203.6978720756933,156,767,134,83,225.0316127988543,TechNova,,20.0
VID_50262,2025-06-19,AI Tools,India,46703.0,3393.2804351174746,154,3445,246,130,392.80367050332825,,2500.0,15.0
VID_99849,2024-09-11,Personal Finance,US,36994.0,3041.4934782384857,132,4828,500,154,125.39965214059299,,1500.0,
VID_95126,2025-12-14,Personal Finance,US,52051.0,4667.948970898021,149,3106,225,77,650.7419202586246,OpenClaw,2500.0,20.0
VID_39769,2024-03-26,Tech Review,US,19835.0,4068.1946075969176,296,1284,97,174,593.8521867264332,,,
VID_39340,2024-01-17,  tech review  ,Canada,51687.0,1526.3090525828206,321,3637,419,132,456.74767830903255,DataCamp,,
VID_83556,2024-09-05,Data Analytics,Canada,70363.0,3050.945699271918,325,543,441,142,157.3182977820564,NordVPN,1500.0,
VID_63352,2025-04-16,Personal Finance,US,74192.0,1248.6043554365333,414,4030,142,146,239.2355402309391,OpenClaw,5000.0,
VID_35009,2025-01-01,Coding,US,30562.0,4764.475430547098,203,522,76,101,191.26775694966958,,,
VID_33244,2025-09-03,AI Tools,Australia,34900.0,4666.731000238572,199,3094,85,21,166.14291504364869,TechNova,2500.0,15.0
VID_65611,2025-02-21,  tech review  ,India,61209.0,2233.531743966726,357,4519,257,150,141.4574541620214,,1500.0,15.0
VID_91718,2024-05-12,Coding,India,96485.0,2121.459106859522,292,2481,164,153,657.8142895280527,,5000.0,
VID_63209,2025-08-06,Tech Review,US,42333.0,4238.479564447026,212,1345,72,35,254.55939764131094,,,20.0
VID_42064,2024-07-30,Personal Finance,UK,46582.0,3981.282692712691,256,904,270,46,176.01892418550293,OpenClaw,1500.0,
VID_81429,2024-11-02,Coding,US,37577.0,3696.308295404992,333,1440,157,170,386.65087148840377,,2500.0,20.0
VID_67258,2024-07-16,  tech review  ,US,60951.0,1195.1417127288107,140,4992,494,111,754.141082448723,TechNova,,
VID_73219,2024-09-16,Coding,US,34796.0,4516.594710774086,452,3088,139,70,696.8820847040776,n8n,5000.0,15.0
VID_49994,2024-07-19,Tech Review,US,54652.0,2336.460494221008,150,2173,386,56,530.382967832883,DataCamp,1500.0,20.0
VID_27679,2024-01-18,AI Tools,UK,29938.0,1605.3610169842286,300,3217,205,47,520.0940087601898,TechNova,,
VID_95237,2024-10-11,Tech Review,India,65714.0,3933.639684285871,262,3620,337,85,497.0108700345007,TechNova,,20.0
VID_67984,2025-12-02,Tech Review,US,51361.0,3199.4285683345,410,732,156,121,472.02279994014634,,1500.0,20.0
VID_61632,2024-06-06,Coding,US,60559.0,1647.8947519595888,307,3878,106,20,304.87836599209845,,2500.0,20.0
VID_33674,2024-01-11,Data Analytics,US,33405.0,3281.2393848433744,239,3132,56,36,534.3762442612438,,1500.0,15.0
VID_80215,2024-07-26,Personal Finance,US,64087.0,2405.0531904117734,168,702,174,62,322.03952588281743,,2500.0,20.0
VID_66244,2025-07-18,Tech Review,US,37218.0,1505.395306639718,431,3054,198,181,494.7360473636285,,2500.0,15.0
VID_16022,2025-06-10,Personal Finance,US,44388.0,1064.277296215359,133,1382,344,139,561.5518793432618,NordVPN,5000.0,20.0
VID_65220,2025-02-22,Personal Finance,US,41740.0,1690.6986651441111,188,1681,490,112,742.9267433566769,TechNova,2500.0,20.0
VID_37069,2025-12-08,Tech Review,Canada,38921.0,1953.6429212051498,166,2547,206,171,90.10631970134182,,2500.0,15.0
VID_26324,2024-12-20,Data Analytics,US,43921.0,3001.3995204633693,317,2975,295,74,732.4043085658843,,2500.0,20.0
VID_39865,2025-04-15,AI Tools,Canada,40924.0,2367.1801495202644,461,1225,232,155,314.6843015096729,DataCamp,1500.0,15.0
VID_20168,2024-01-02,Personal Finance,US,64072.0,4941.621680198433,363,3511,492,171,294.7089936767976,,5000.0,
VID_56084,2025-11-28,Personal Finance,US,34748.0,2965.6855323250866,177,3849,381,48,116.0755739992346,,2500.0,20.0
VID_88638,2024-12-10,AI Tools,US,60216.0,3652.1996679825115,204,1372,144,196,279.3507514110772,,5000.0,
VID_96101,2024-06-18,Data Analytics,India,23396.0,3777.5663799776926,410,3234,218,137,693.0749454592894,,1500.0,20.0
VID_49749,2025-07-12,AI Tools,US,66823.0,4568.107622259913,195,762,181,124,698.7363433777913,DataCamp,,20.0
VID_47923,2024-08-08,Data Analytics,US,68224.0,1913.1610426123739,421,2946,171,123,787.7220015817339,,5000.0,15.0
VID_92258,2024-09-04,Coding,US,44629.0,2847.3267129984115,437,2184,445,118,759.7872897796381,,2500.0,15.0
VID_91174,2025-06-19,Data Analytics,UK,67755.0,4981.099881970358,376,1138,149,120,291.27259619900644,OpenClaw,1500.0,15.0
VID_99329,2024-10-28,Tech Review,US,45936.0,4454.136240553996,288,4140,89,24,348.2194211018749,,2500.0,
VID_96261,2025-07-07,Personal Finance,US,50302.0,1290.3373637406035,369,1059,465,55,224.4125172411328,,1500.0,20.0
VID_93702,2025-08-03,Data Analytics,Canada,38264.0,4443.44820918854,177,4749,148,196,492.490908018984,,,
VID_51333,2025-09-21,Tech Review,India,72566.0,1911.2454789667631,343,726,297,194,306.09264674617384,TechNova,,20.0
VID_60395,2025-04-29,Tech Review,US,54408.0,1263.303923168419,128,2278,165,148,486.52754688287826,n8n,,
VID_58001,2024-06-29,Coding,Australia,51641.0,1714.8376288476493,155,4350,136,86,655.4504641791406,,5000.0,15.0
VID_88308,2024-04-01,Data Analytics,Australia,26324.0,2950.803431748901,413,1470,380,67,415.7119065687963,OpenClaw,1500.0,15.0
VID_66746,2025-04-11,Personal Finance,US,35853.0,2550.7915095725243,290,2306,266,123,201.49783389759602,TechNova,1500.0,20.0
VID_70719,2025-01-15,Tech Review,US,33660.0,3892.173446911256,410,2001,132,21,396.0252785285474,,2500.0,15.0
VID_38134,2024-02-18,Personal Finance,US,27837.0,2930.7445615140987,282,1600,217,110,95.94233604392033,,,
VID_67095,2025-01-20,Coding,India,45616.0,1843.9311811952389,295,3231,332,116,735.6042793988754,,1500.0,15.0
VID_55588,2025-12-02,Tech Review,Canada,44853.0,1673.139503537771,432,1514,118,43,528.5591396313844,NordVPN,5000.0,15.0
VID_52592,2024-11-10,Tech Review,India,27125.0,3669.2174569301187,280,2198,253,110,321.07793221190224,,,15.0
VID_72841,2025-01-21,Tech Review,US,53112.0,4170.523230948798,290,1486,382,175,255.7869328082429,NordVPN,,15.0
VID_74112,2025-05-24,Data Analytics,UK,47778.0,1177.9619499717687,325,2773,217,128,518.3835371009784,,5000.0,15.0
VID_11322,2025-07-06,AI Tools,US,86240.0,1755.8306238085524,310,2502,495,54,76.47856621127711,,2500.0,20.0
VID_36617,2024-04-02,Personal Finance,Australia,46186.0,3028.019463884622,258,1348,330,172,304.8101924142416,,5000.0,
VID_96131,2025-11-24,AI Tools,UK,72695.0,3090.6445809212805,367,4768,409,34,56.26950096773169,,1500.0,20.0
VID_18210,2024-09-05,Coding,India,26913.0,2972.2929620162895,133,2174,435,189,673.782618899089,,2500.0,
VID_53140,2025-04-30,Data Analytics,US,28228.0,1893.761920636457,172,4955,191,123,661.3039359164289,TechNova,2500.0,20.0
VID_95667,2024-10-24,AI Tools,US,54314.0,2495.9077137126324,401,1052,141,181,453.8960494023957,,5000.0,15.0
VID_91045,2024-03-08,Coding,India,,3888.8198575892898,154,3765,148,30,405.5691551771462,DataCamp,5000.0,
VID_60364,2024-07-17,Personal Finance,US,50867.0,1770.4354359611032,412,3794,321,56,753.3205859174117,n8n,,15.0
VID_16644,2024-11-15,Tech Review,US,49099.0,4945.711765390215,470,4799,161,153,764.2485020003924,,,15.0
VID_86477,2024-07-20,Data Analytics,UK,64983.0,1560.2197302576783,172,4464,496,41,313.569843692526,,1500.0,15.0
VID_89547,2025-08-29,Coding,UK,79250.0,2303.3959740104447,174,2421,442,116,443.7433530817225,,,
VID_58110,2025-08-17,Tech Review,US,33663.0,2054.764862388633,210,3049,462,181,457.5024578112718,NordVPN,2500.0,15.0
VID_14697,2024-09-13,Data Analytics,US,19999.0,1568.3671404575734,224,2360,301,94,425.42300560911787,,,15.0
VID_72532,2025-05-07,Tech Review,US,38887.0,1644.3382872835896,131,3890,356,116,434.87327268178177,,1500.0,
VID_62085,2025-01-21,Coding,US,,2570.0159684157766,358,2626,82,42,377.62343772030255,,2500.0,15.0
VID_20360,2025-01-20,Tech Review,US,29457.0,1056.079931098632,284,4836,199,173,730.3790810105598,n8n,1500.0,
VID_37604,2025-02-08,Personal Finance,US,34483.0,2309.575535392167,370,4682,167,101,589.698952778862,,1500.0,20.0
VID_14068,2025-07-31,Data Analytics,US,45298.0,1441.058008775586,472,1820,446,130,531.8098463072495,,2500.0,
VID_68719,2024-12-16,AI Tools,UK,23544.0,3454.0476410211045,182,627,334,38,383.6368969441834,DataCamp,5000.0,15.0
VID_75969,2024-01-02,Tech Review,UK,52148.0,4746.28204802084,191,3848,226,19,163.41886656719396,TechNova,2500.0,20.0
VID_47672,2025-07-13,Coding,US,34624.0,2243.641229851369,229,4966,449,160,581.1555866884576,,1500.0,20.0
VID_93474,2024-02-06,AI Tools,US,48017.0,3635.2372232388557,204,729,209,165,640.5443777559217,TechNova,,15.0
VID_29212,2025-01-24,Data Analytics,US,49945.0,3093.2976858125403,154,3698,299,154,694.0503282728328,NordVPN,1500.0,20.0
VID_76601,2025-08-25,Tech Review,US,52146.0,2583.6190167522172,127,4034,185,110,504.7754942766014,,,
VID_25130,2024-04-23,Tech Review,US,37295.0,1371.8142732160804,195,4680,439,40,116.52407302890437,,2500.0,
VID_66156,2024-03-06,AI Tools,Canada,61463.0,2664.1264708371364,213,570,300,13,751.0837849451749,,5000.0,20.0
VID_55851,2024-01-08,Coding,UK,42586.0,1828.498290601,478,2280,305,86,106.43455286237234,,2500.0,20.0
VID_31051,2024-06-20,Data Analytics,US,34593.0,1590.993734472509,317,1803,421,182,646.9138264302336,,1500.0,20.0
VID_19137,2024-06-27,Coding,US,70017.0,3897.6908001398733,229,4368,250,104,223.45310469398945,,1500.0,
VID_23021,2025-08-04,AI Tools,US,53104.0,3268.6991509194854,446,2985,486,59,271.5572603534699,,,15.0
VID_25755,2025-06-03,Tech Review,Canada,44070.0,4659.578145502652,266,2431,337,82,197.9407690326839,TechNova,1500.0,20.0
VID_35403,2024-12-30,AI Tools,US,,3003.7085280097667,323,3610,284,42,296.422103566336,,5000.0,
VID_76367,2025-11-06,Tech Review,US,34930.0,4990.256066681277,436,4334,390,18,694.4865956239398,,5000.0,15.0
VID_86806,2025-10-10,Coding,US,55669.0,1718.960456113662,123,2838,114,45,154.08574083332155,,5000.0,
VID_33237,2024-12-30,AI Tools,India,36449.0,4548.375014488665,341,2552,358,58,136.33964082905692,,2500.0,20.0
VID_86788,2024-05-11,Coding,UK,,3443.7476625961367,354,1262,411,198,407.920464203889,,5000.0,
VID_66130,2024-06-27,Tech Review,US,43573.0,2879.298315777876,374,1661,340,159,215.9886192757915,,2500.0,15.0
VID_48077,2024-08-02,AI Tools,India,50048.0,4571.495058972252,391,1557,98,174,615.6701717985567,,1500.0,15.0
VID_11637,2025-12-06,Data Analytics,US,74989.0,2458.7446691276887,186,4140,185,11,552.8865880800519,,1500.0,15.0
VID_92917,2024-05-24,Tech Review,Australia,31318.0,2687.8167737532476,254,864,254,162,128.43864051223426,,2500.0,20.0
VID_10664,2025-01-11,Tech Review,US,21457.0,4596.04176303663,303,2081,326,63,469.21061805684104,,5000.0,15.0
VID_69124,2024-01-23,Data Analytics,Australia,32894.0,2630.7373590586385,416,1215,267,135,362.5768949054947,,2500.0,
VID_69757,2025-02-05,Personal Finance,US,47518.0,1068.771139696497,286,4346,229,184,664.1378540561312,,1500.0,20.0
VID_69425,2025-09-15,Tech Review,India,48752.0,1289.1834207238494,301,1916,125,165,163.03880727581247,,,20.0
VID_32284,2025-12-12,Coding,US,42732.0,3498.917048106082,411,4697,390,54,82.2810339392123,,5000.0,20.0
VID_98823,2024-02-07,Tech Review,Canada,38907.0,1720.2482753664783,367,1240,75,27,788.3924783040538,,1500.0,15.0
VID_30741,2024-09-29,Tech Review,Australia,30645.0,2952.551006492554,400,3606,294,172,126.83457428296622,NordVPN,,20.0
VID_28392,2024-02-14,Personal Finance,Canada,51443.0,2166.154250424702,244,2992,90,103,759.1928885457024,,,15.0
VID_58770,2025-01-25,Personal Finance,US,70148.0,2336.29553362942,161,2153,404,118,105.2164985824997,,1500.0,
VID_32080,2024-08-11,AI Tools,US,32610.0,1501.542011661866,124,4134,452,28,634.8528014436421,n8n,1500.0,15.0
VID_45391,2024-11-12,Personal Finance,US,14760.0,2901.293467857624,370,1419,133,56,599.6235313222852,TechNova,,
VID_54911,2025-01-12,Tech Review,Australia,59795.0,4155.650921192536,359,1596,392,157,694.7948941377591,,5000.0,20.0
VID_18777,2025-11-05,AI Tools,US,56450.0,2263.024258319735,389,1756,453,139,760.5329686324544,,1500.0,15.0
VID_27587,2024-03-24,AI Tools,UK,59723.0,1780.9821837064792,269,4746,406,180,337.0016418431185,DataCamp,,
VID_59577,2024-06-25,Coding,US,45251.0,1661.5857126737374,125,4689,51,112,137.47539725768354,,,
VID_33025,2025-08-12,Tech Review,US,46863.0,3196.993942606909,253,533,173,50,253.47206698968586,,5000.0,15.0
VID_13274,2024-09-24,Personal Finance,US,24690.0,4209.07051797371,252,3373,199,199,784.1084570629047,,5000.0,15.0
VID_41982,2024-03-16,Data Analytics,Canada,60220.0,1456.3358760455944,348,4216,250,176,308.646470133076,NordVPN,2500.0,20.0
VID_17830,2025-10-11,Personal Finance,UK,51696.0,2955.857137711303,244,2554,239,83,657.9425225750284,OpenClaw,,15.0
VID_73208,2025-12-06,Coding,US,40864.0,4613.195621934935,216,2110,326,159,609.5116723668075,DataCamp,5000.0,20.0
VID_30416,2024-03-22,AI Tools,US,24771.0,4997.2360712204545,432,1620,269,54,490.5901419189737,DataCamp,2500.0,20.0
VID_53408,2024-10-25,AI Tools,UK,34233.0,2406.238622603374,331,4589,141,89,597.8595628220202,,5000.0,15.0
VID_80909,2026-01-03,Data Analytics,US,60207.0,3017.556513284831,223,3957,381,65,662.4135174993928,,1500.0,20.0
VID_40386,2024-05-30,AI Tools,US,40623.0,2334.928634140655,337,2919,486,165,68.30323352542098,OpenClaw,,15.0
VID_44721,2024-08-06,AI Tools,US,38663.0,1847.4966157003746,439,890,243,52,79.67668791068604,,2500.0,
VID_36189,2024-07-01,AI Tools,US,62993.0,3303.15799979567,479,3559,318,158,784.4612562049007,,,20.0
VID_71164,2025-12-12,Tech Review,UK,79862.0,4581.451033096515,379,1981,321,35,426.25083685225104,DataCamp,,15.0
VID_37679,2024-05-22,Data Analytics,UK,45415.0,2324.3890084642535,128,1080,367,34,435.6606533080872,DataCamp,5000.0,15.0
VID_41361,2025-05-09,Coding,US,45161.0,1482.2255232817315,376,1171,199,128,400.2047480980284,,2500.0,
VID_52993,2025-03-04,Data Analytics,India,30778.0,1828.4888473760811,469,4809,177,54,296.4053879144449,,,20.0
VID_55394,2025-01-06,AI Tools,US,61014.0,4185.857952862361,196,4455,385,47,512.5374437902822,,1500.0,20.0
VID_78866,2025-09-06,Coding,US,43433.0,1302.6565349502494,203,2015,439,68,467.8627498109129,,5000.0,
VID_59755,2025-09-21,Personal Finance,US,49710.0,4494.229612140695,343,828,111,119,731.7081319261198,,2500.0,20.0
VID_50527,2024-10-13,Data Analytics,US,59542.0,4212.4643175716865,168,624,161,129,606.6929351725549,,2500.0,20.0
VID_57893,2024-06-12,Coding,US,54083.0,3603.130123325336,406,1423,442,166,768.9788441619417,TechNova,,15.0
VID_46078,2025-04-22,Personal Finance,US,47877.0,1655.778772569311,407,2701,478,144,235.97883916624374,NordVPN,,15.0
VID_57004,2025-06-26,Data Analytics,US,42036.0,1349.0844044658666,290,2162,468,70,263.7046955069392,TechNova,,20.0
VID_31306,2025-04-30,Coding,US,43605.0,3276.5040347885047,412,1825,108,143,630.0488711102203,TechNova,5000.0,20.0
VID_61696,2024-11-08,AI Tools,Australia,43374.0,3211.2504655392167,392,2345,344,96,97.17170084634137,TechNova,1500.0,20.0
VID_49368,2024-06-29,Personal Finance,US,66016.0,3725.7959137862185,367,768,262,141,62.15718315093972,,,
VID_15823,2024-11-12,Data Analytics,US,59719.0,1167.2103133289017,434,4792,428,152,653.7573486040319,,2500.0,15.0
VID_94061,2025-03-17,AI Tools,US,36933.0,3903.937289187104,445,2788,315,72,771.4384037349638,,2500.0,20.0
VID_34577,2025-09-02,Coding,US,26978.0,1666.4772367085197,313,3448,250,22,251.114436141355,NordVPN,5000.0,20.0
VID_59045,2025-03-25,Personal Finance,US,31878.0,4666.475763347119,455,666,321,59,254.02382592875728,,,15.0
VID_63048,2025-01-11,Personal Finance,Canada,71846.0,4485.796096533386,385,2850,258,70,741.4944185717874,DataCamp,1500.0,15.0
VID_29385,2025-03-30,AI Tools,Canada,72215.0,3218.0660770169484,347,3316,342,171,713.379948423416,,5000.0,20.0
VID_13829,2025-10-15,Tech Review,Australia,36525.0,1436.3775327900257,403,2822,386,36,536.1981286101773,,1500.0,20.0
VID_60515,2024-05-13,Tech Review,US,46373.0,2372.3437374879895,472,2783,418,132,191.96484238218332,,2500.0,20.0
VID_20371,2024-05-04,AI Tools,UK,64432.0,3823.285419654778,316,3215,293,186,683.5769943743799,,5000.0,15.0
VID_11844,2024-06-01,Tech Review,Canada,31390.0,4649.196732021544,461,2253,300,123,222.92852621080488,,1500.0,
VID_92775,2025-10-23,Data Analytics,Canada,56081.0,3662.0810198140057,243,3408,260,141,490.17991973039256,,2500.0,
VID_61432,2025-07-11,Coding,US,43509.0,2855.589073945173,192,2006,362,148,618.8993034376414,,,20.0
VID_42500,2024-02-21,Coding,US,29232.0,1688.658317063175,214,4573,114,89,713.0572012910536,,2500.0,20.0
VID_65521,2024-10-30,Tech Review,US,60209.0,1687.47906627252,455,4781,376,78,693.683225093857,DataCamp,,
VID_53122,2024-01-31,Data Analytics,Australia,44825.0,2250.929197032149,236,587,497,26,547.8536878553084,,,20.0
VID_82231,2025-11-24,AI Tools,US,34128.0,2374.014809836621,379,4010,248,161,583.3060378096066,,2500.0,20.0
VID_43546,2025-09-08,Data Analytics,UK,46560.0,1716.665631634489,219,690,346,68,575.7275762491353,DataCamp,1500.0,20.0
VID_28942,2024-05-08,Tech Review,US,66090.0,3979.1344164284574,186,2944,348,109,309.3161370733978,,,20.0
VID_64103,2025-12-17,Personal Finance,India,29963.0,1793.4830076888434,430,4401,414,17,271.2527821413129,DataCamp,2500.0,
VID_78475,2024-02-25,Coding,Canada,66338.0,3735.220057515004,355,4235,224,103,86.42949939245152,,1500.0,
VID_85010,2025-07-22,Coding,US,35685.0,2637.302684837117,374,2617,114,114,573.0070769609185,,1500.0,15.0
VID_84970,2024-10-06,Personal Finance,Australia,69743.0,2849.034605120407,329,2751,177,18,462.7992277884545,DataCamp,2500.0,15.0
VID_60875,2024-02-01,Personal Finance,US,44504.0,2272.8263065808896,440,2718,354,70,282.45942448952025,TechNova,,15.0
VID_94442,2024-07-29,Tech Review,US,63134.0,3165.041388205427,289,696,335,136,443.8706123917456,,5000.0,15.0
VID_96506,2024-10-04,AI Tools,US,47057.0,2617.223683967997,238,3295,227,102,751.9970225323913,n8n,1500.0,20.0
VID_34933,2025-12-04,Data Analytics,US,48848.0,1053.5129845085355,364,3316,148,59,182.58937913129205,NordVPN,5000.0,15.0
VID_45597,2025-02-09,AI Tools,UK,60596.0,1270.8357408926322,396,1762,423,177,416.306545557864,,,20.0
VID_17736,2024-05-30,Personal Finance,US,79588.0,1964.2411932588172,174,1653,176,163,778.2058108193239,,1500.0,15.0
VID_71770,2024-08-04,Coding,US,61234.0,1331.80738752647,316,2747,425,137,503.27772926716574,TechNova,,
VID_83162,2025-07-05,Personal Finance,US,38273.0,2396.9830215854035,197,735,297,49,121.97820054505455,,2500.0,
VID_88884,2024-02-27,Personal Finance,Canada,,1176.589360845845,268,3331,436,118,453.22946430896496,,5000.0,15.0
VID_87442,2025-03-27,AI Tools,US,30791.0,1281.34900264198,399,4926,211,133,436.37945430711625,n8n,5000.0,
VID_45784,2025-05-08,Data Analytics,Canada,76646.0,3797.740145485737,228,4560,88,148,163.33194833363098,,,15.0
VID_15840,2025-08-06,Data Analytics,US,41272.0,3592.6085599384332,376,1687,85,89,112.62966122232855,TechNova,5000.0,
VID_84045,2025-06-04,Personal Finance,UK,19679.0,4995.512509608432,334,4403,209,157,120.19767509777053,,,
VID_19429,2025-01-14,Tech Review,UK,14952.0,3939.3938278544847,127,4327,389,10,582.6064214188509,,,20.0
VID_76173,2024-05-16,Tech Review,US,64253.0,2217.3467623648985,317,767,336,110,268.0061893288817,,2500.0,20.0
VID_27171,2025-02-09,Data Analytics,India,57205.0,3581.5610001980112,359,932,205,104,299.73050146029686,NordVPN,,15.0
VID_98344,2025-02-07,Personal Finance,US,49741.0,3644.483682842857,129,3685,74,66,51.31274585882582,,2500.0,15.0
VID_55712,2024-06-07,Coding,UK,46252.0,2890.740097264218,458,4599,154,103,634.9825015051681,NordVPN,,
VID_38385,2025-07-24,AI Tools,US,35290.0,3304.1276557467854,336,1017,407,39,571.1461631877589,,5000.0,15.0
VID_43015,2025-04-24,Data Analytics,India,47085.0,4242.472500975115,432,4014,129,179,740.291629990922,,,
VID_96704,2025-12-16,Data Analytics,Australia,40071.0,3316.996312218837,353,1830,480,134,409.64387823742874,,2500.0,15.0
VID_66716,2024-07-08,AI Tools,US,54317.0,1552.7480652435747,469,4164,117,73,288.77290507670136,DataCamp,1500.0,
VID_38124,2024-01-03,Personal Finance,US,37306.0,2443.03199438528,352,2502,264,12,569.567025633933,,1500.0,20.0
VID_66422,2025-01-22,Data Analytics,US,48908.0,2526.9430978714813,402,4886,300,145,52.618640224479414,DataCamp,,15.0
VID_29076,2025-02-06,AI Tools,US,57307.0,2732.8938822555747,202,4508,401,187,626.9489292328055,n8n,5000.0,20.0
VID_48940,2024-01-15,Data Analytics,US,41223.0,2155.151932072237,245,4173,380,114,244.54473890386606,,5000.0,
VID_78421,2025-10-21,Data Analytics,India,69999.0,2837.6257760963963,210,2749,176,154,64.56707167052596,,,20.0
VID_64040,2024-01-21,Tech Review,US,10083.0,1980.304224724477,240,4468,263,118,682.6842531942045,TechNova,1500.0,20.0
VID_57533,2024-07-19,AI Tools,India,53848.0,3719.074112292643,255,1099,466,98,248.9125091865252,,,
VID_57382,2025-11-10,Data Analytics,US,51165.0,3999.804102297119,381,886,360,85,687.0933928020602,,1500.0,
VID_18839,2025-06-26,Personal Finance,US,52466.0,1906.3456557770837,435,2570,451,195,759.1156470685305,n8n,,15.0
VID_39504,2025-06-22,Coding,India,50580.0,3784.80719691158,163,4906,137,108,409.9396482199696,NordVPN,2500.0,20.0
VID_36783,2026-01-10,Tech Review,US,44912.0,3142.5476001737075,135,4909,423,107,170.47646750222395,TechNova,,15.0
VID_20229,2025-09-24,Coding,US,49892.0,3116.120849252215,191,4745,273,117,432.7962749659521,NordVPN,5000.0,15.0
VID_40592,2025-08-19,Tech Review,US,47555.0,3441.446707097431,210,2943,431,53,728.3783274238351,,5000.0,
VID_65926,2024-05-26,Tech Review,US,51617.0,2277.525564035186,438,615,217,89,517.685387159348,,5000.0,20.0
VID_36390,2024-07-20,Coding,US,46546.0,1489.4197931005665,440,2432,221,46,136.9703240815261,OpenClaw,1500.0,15.0
VID_61784,2024-01-08,AI Tools,US,48680.0,2386.664797285608,221,2328,147,156,161.2395829820549,,5000.0,15.0
VID_49024,2025-04-04,Personal Finance,US,50290.0,2453.1012546695956,477,2310,391,61,598.4937803247957,n8n,1500.0,20.0
VID_31676,2024-11-05,Tech Review,US,56668.0,4796.554266809702,391,721,110,190,175.61388109135612,NordVPN,,
VID_54964,2025-02-11,Coding,UK,25769.0,4964.804191463207,229,1881,329,15,299.76556444018445,OpenClaw,2500.0,
VID_75564,2025-09-30,Coding,US,41815.0,2546.6986534815974,123,661,471,97,385.4441880417835,,,20.0
VID_48849,2025-05-25,Data Analytics,US,22065.0,3073.892258315101,329,1167,463,63,648.684280968181,TechNova,,
VID_16400,2026-01-07,Personal Finance,India,42075.0,4625.010985831284,218,2544,323,168,676.8091555817444,DataCamp,,
VID_19224,2025-03-09,Coding,UK,33998.0,4429.229966315461,144,1173,166,50,312.4385173473263,,2500.0,15.0
VID_71601,2025-01-22,  tech review  ,US,34160.0,3188.5032681871176,365,2579,171,89,781.0746810463411,DataCamp,,
VID_54760,2025-11-30,Personal Finance,US,45485.0,1609.1938468452108,282,3637,385,31,354.5987317912618,NordVPN,1500.0,15.0
VID_85309,2026-01-14,AI Tools,Australia,77633.0,4202.0094280447975,307,1194,329,160,237.31383072004036,,2500.0,15.0
VID_14458,2024-07-16,Tech Review,India,39710.0,2214.796115465883,161,2283,458,138,535.3986204214955,,2500.0,
VID_93278,2025-07-27,Data Analytics,US,65021.0,2842.1035899642657,434,1981,399,86,389.5914450111067,OpenClaw,1500.0,15.0
VID_24650,2024-03-27,Coding,India,47999.0,2338.5531565623087,292,4092,313,27,735.841488767396,DataCamp,1500.0,
VID_95248,2025-03-03,Personal Finance,US,38284.0,4175.303612046391,276,1825,381,89,752.6227864899587,,2500.0,20.0
VID_32737,2024-05-26,Personal Finance,US,45404.0,3868.4197692866983,164,4133,71,94,633.6018246524237,DataCamp,2500.0,15.0
VID_86663,2025-03-09,AI Tools,US,23846.0,3537.750203627059,478,4408,57,105,451.37845014379207,,5000.0,15.0
VID_80044,2025-04-06,Personal Finance,UK,66402.0,4385.587951345768,379,527,462,112,172.56606274648115,,1500.0,
VID_20788,2024-12-03,Personal Finance,US,62038.0,4275.68115155081,226,601,409,87,599.4645655120387,,1500.0,15.0
